Country,Inc_pw_us,TFP_K06_US,Measure,Year
Indonesia,0.124,0.267,LF,1998
Indonesia,0.12,0.263,LF,1999
Indonesia,0.119,0.266,LF,2000
Iran (Islamic Republic of,0.302,0.512,LF,1961
Iran (Islamic Republic of,0.319,0.536,LF,1962
Iran (Islamic Republic of,0.319,0.531,LF,1963
Iran (Islamic Republic of,0.312,0.514,LF,1964
Iran (Islamic Republic of,0.335,0.543,LF,1965
Iran (Islamic Republic of,0.335,0.537,LF,1966
Iran (Islamic Republic of,0.354,0.557,LF,1967
Iran (Islamic Republic of,0.375,0.579,LF,1968
Iran (Islamic Republic of,0.4,0.607,LF,1969
Iran (Islamic Republic of,0.476,0.718,LF,1970
Iran (Islamic Republic of,0.443,0.663,LF,1971
Iran (Islamic Republic of,0.47,0.697,LF,1972
Iran (Islamic Republic of,0.488,0.719,LF,1973
Iran (Islamic Republic of,0.474,0.688,LF,1974
Iran (Islamic Republic of,0.442,0.623,LF,1975
Iran (Islamic Republic of,0.497,0.673,LF,1976
Iran (Islamic Republic of,0.424,0.559,LF,1977
Iran (Islamic Republic of,0.402,0.532,LF,1978
Iran (Islamic Republic of,0.382,0.512,LF,1979
Iran (Islamic Republic of,0.318,0.424,LF,1980
Iran (Islamic Republic of,0.281,0.38,LF,1981
Iran (Islamic Republic of,0.341,0.467,LF,1982
Iran (Islamic Republic of,0.322,0.44,LF,1983
Iran (Islamic Republic of,0.307,0.422,LF,1984
Iran (Islamic Republic of,0.315,0.439,LF,1985
Iran (Islamic Republic of,0.283,0.401,LF,1986
Iran (Islamic Republic of,0.262,0.377,LF,1987
Iran (Islamic Republic of,0.245,0.361,LF,1988
Iran (Islamic Republic of,0.234,0.352,LF,1989
Iran (Islamic Republic of,0.242,0.367,LF,1990
Iran (Islamic Republic of,0.258,0.389,LF,1991
Iran (Islamic Republic of,0.271,0.406,LF,1992
Iran (Islamic Republic of,0.287,0.431,LF,1993
Iran (Islamic Republic of,0.301,0.461,LF,1994
Iran (Islamic Republic of,0.301,0.46,LF,1995
Iran (Islamic Republic of,0.313,0.483,LF,1996
Iran (Islamic Republic of,0.309,0.482,LF,1997
Iran (Islamic Republic of,0.302,0.475,LF,1998
Iran (Islamic Republic of,0.299,0.475,LF,1999
Iran (Islamic Republic of,0.303,0.488,LF,2000
Ireland,0.454,0.652,LF,1961
Ireland,0.449,0.637,LF,1962
Ireland,0.456,0.639,LF,1963
Ireland,0.453,0.627,LF,1964
Ireland,0.438,0.6,LF,1965
Ireland,0.424,0.58,LF,1966
Ireland,0.445,0.605,LF,1967
Ireland,0.465,0.626,LF,1968
Ireland,0.48,0.636,LF,1969
Ireland,0.496,0.647,LF,1970
Ireland,0.501,0.646,LF,1971
Ireland,0.509,0.651,LF,1972
Ireland,0.505,0.643,LF,1973
Ireland,0.529,0.668,LF,1974
Ireland,0.569,0.714,LF,1975
Ireland,0.547,0.684,LF,1976
Ireland,0.569,0.706,LF,1977
Ireland,0.583,0.719,LF,1978
Ireland,0.587,0.718,LF,1979
Ireland,0.609,0.741,LF,1980
Ireland,0.613,0.746,LF,1981
Ireland,0.65,0.78,LF,1982
Ireland,0.619,0.739,LF,1983
Ireland,0.597,0.715,LF,1984
Ireland,0.597,0.714,LF,1985
Ireland,0.578,0.693,LF,1986
Ireland,0.587,0.707,LF,1987
Ireland,0.601,0.722,LF,1988
Ireland,0.625,0.746,LF,1989
Ireland,0.682,0.803,LF,1990
Ireland,0.709,0.823,LF,1991
Ireland,0.713,0.822,LF,1992
Ireland,0.719,0.828,LF,1993
Ireland,0.738,0.848,LF,1994
Ireland,0.799,0.913,LF,1995
Ireland,0.838,0.951,LF,1996
Ireland,0.883,0.997,LF,1997
Ireland,0.912,1.022,LF,1998
Ireland,0.957,1.07,LF,1999
Ireland,1.008,1.121,LF,2000
Israel,0.553,0.55,LF,1961
Israel,0.556,0.551,LF,1962
Israel,0.568,0.561,LF,1963
Israel,0.578,0.567,LF,1964
Israel,0.57,0.56,LF,1965
Israel,0.516,0.513,LF,1966
Israel,0.482,0.49,LF,1967
Israel,0.545,0.555,LF,1968
Israel,0.596,0.606,LF,1969
Israel,0.625,0.63,LF,1970
Israel,0.674,0.669,LF,1971
Israel,0.723,0.707,LF,1972
Israel,0.681,0.664,LF,1973
Israel,0.711,0.69,LF,1974
Israel,0.746,0.715,LF,1975
Israel,0.7,0.669,LF,1976
Israel,0.655,0.631,LF,1977
Israel,0.645,0.628,LF,1978
Israel,0.663,0.652,LF,1979
Israel,0.691,0.685,LF,1980
Israel,0.694,0.699,LF,1981
Israel,0.729,0.738,LF,1982
Israel,0.719,0.73,LF,1983
Israel,0.662,0.68,LF,1984
Israel,0.649,0.676,LF,1985
Israel,0.654,0.689,LF,1986
Israel,0.667,0.709,LF,1987
Israel,0.645,0.694,LF,1988
Israel,0.619,0.676,LF,1989
Israel,0.642,0.706,LF,1990
Israel,0.675,0.743,LF,1991
Israel,0.672,0.736,LF,1992
Israel,0.676,0.738,LF,1993
Israel,0.68,0.74,LF,1994
Israel,0.693,0.753,LF,1995
Israel,0.686,0.743,LF,1996
Israel,0.663,0.72,LF,1997
Israel,0.635,0.696,LF,1998
Israel,0.611,0.676,LF,1999
Israel,0.601,0.674,LF,2000
Italy,0.6,0.601,LF,1961
Italy,0.613,0.602,LF,1962
Italy,0.63,0.608,LF,1963
Italy,0.614,0.589,LF,1964
Italy,0.599,0.575,LF,1965
Italy,0.608,0.586,LF,1966
Italy,0.65,0.623,LF,1967
Italy,0.67,0.639,LF,1968
Italy,0.7,0.663,LF,1969
Italy,0.752,0.703,LF,1970
Italy,0.748,0.695,LF,1971
Italy,0.74,0.686,LF,1972
Italy,0.756,0.7,LF,1973
Italy,0.81,0.746,LF,1974
Italy,0.813,0.744,LF,1975
Italy,0.83,0.756,LF,1976
Italy,0.814,0.743,LF,1977
Italy,0.812,0.745,LF,1978
Italy,0.846,0.779,LF,1979
Italy,0.896,0.823,LF,1980
Italy,0.881,0.815,LF,1981
Italy,0.92,0.852,LF,1982
Italy,0.895,0.831,LF,1983
Italy,0.855,0.801,LF,1984
Italy,0.856,0.807,LF,1985
Italy,0.854,0.81,LF,1986
Italy,0.854,0.813,LF,1987
Italy,0.876,0.837,LF,1988
Italy,0.875,0.84,LF,1989
Italy,0.884,0.849,LF,1990
Italy,0.923,0.88,LF,1991
Italy,0.916,0.869,LF,1992
Italy,0.893,0.849,LF,1993
Italy,0.888,0.849,LF,1994
Italy,0.903,0.866,LF,1995
Italy,0.892,0.86,LF,1996
Italy,0.883,0.856,LF,1997
Italy,0.873,0.853,LF,1998
Italy,0.86,0.847,LF,1999
Italy,0.836,0.831,LF,2000
Jamaica,0.231,0.322,LF,1961
Jamaica,0.225,0.315,LF,1962
Jamaica,0.227,0.318,LF,1963
Jamaica,0.23,0.323,LF,1964
Jamaica,0.232,0.327,LF,1965
Jamaica,0.23,0.324,LF,1966
Jamaica,0.229,0.321,LF,1967
Jamaica,0.229,0.318,LF,1968
Jamaica,0.234,0.321,LF,1969
Jamaica,0.265,0.357,LF,1970
Jamaica,0.265,0.356,LF,1971
Jamaica,0.29,0.394,LF,1972
Jamaica,0.252,0.343,LF,1973
Jamaica,0.247,0.34,LF,1974
Jamaica,0.245,0.336,LF,1975
Jamaica,0.219,0.306,LF,1976
Jamaica,0.207,0.296,LF,1977
Jamaica,0.197,0.289,LF,1978
Jamaica,0.189,0.285,LF,1979
Jamaica,0.179,0.277,LF,1980
Jamaica,0.174,0.276,LF,1981
Jamaica,0.176,0.285,LF,1982
Jamaica,0.17,0.28,LF,1983
Jamaica,0.155,0.263,LF,1984
Jamaica,0.146,0.254,LF,1985
Jamaica,0.142,0.254,LF,1986
Jamaica,0.15,0.274,LF,1987
Jamaica,0.147,0.274,LF,1988
Jamaica,0.148,0.281,LF,1989
Jamaica,0.154,0.297,LF,1990
Jamaica,0.152,0.292,LF,1991
Jamaica,0.145,0.278,LF,1992
Jamaica,0.141,0.268,LF,1993
Jamaica,0.138,0.263,LF,1994
Jamaica,0.137,0.261,LF,1995
Jamaica,0.134,0.256,LF,1996
Jamaica,0.129,0.247,LF,1997
Jamaica,0.124,0.24,LF,1998
Jamaica,0.119,0.232,LF,1999
Jamaica,0.113,0.226,LF,2000
Japan,0.283,0.427,LF,1961
Japan,0.291,0.425,LF,1962
Japan,0.303,0.431,LF,1963
Japan,0.32,0.443,LF,1964
Japan,0.316,0.43,LF,1965
Japan,0.33,0.443,LF,1966
Japan,0.362,0.473,LF,1967
Japan,0.393,0.498,LF,1968
Japan,0.423,0.522,LF,1969
Japan,0.471,0.561,LF,1970
Japan,0.48,0.555,LF,1971
Japan,0.497,0.561,LF,1972
Japan,0.505,0.561,LF,1973
Japan,0.501,0.549,LF,1974
Japan,0.529,0.569,LF,1975
Japan,0.523,0.556,LF,1976
Japan,0.523,0.553,LF,1977
Japan,0.527,0.556,LF,1978
Japan,0.546,0.572,LF,1979
Japan,0.571,0.595,LF,1980
Japan,0.575,0.599,LF,1981
Japan,0.614,0.636,LF,1982
Japan,0.602,0.622,LF,1983
Japan,0.58,0.601,LF,1984
Japan,0.589,0.611,LF,1985
Japan,0.588,0.609,LF,1986
Japan,0.594,0.615,LF,1987
Japan,0.612,0.629,LF,1988
Japan,0.625,0.639,LF,1989
Japan,0.651,0.66,LF,1990
Japan,0.688,0.686,LF,1991
Japan,0.679,0.67,LF,1992
Japan,0.671,0.659,LF,1993
Japan,0.657,0.643,LF,1994
Japan,0.655,0.642,LF,1995
Japan,0.663,0.648,LF,1996
Japan,0.653,0.638,LF,1997
Japan,0.625,0.614,LF,1998
Japan,0.609,0.604,LF,1999
Japan,0.6,0.6,LF,2000
Jordan,0.295,0.636,LF,1961
Jordan,0.277,0.587,LF,1962
Jordan,0.275,0.581,LF,1963
Jordan,0.279,0.585,LF,1964
Jordan,0.28,0.584,LF,1965
Jordan,0.265,0.557,LF,1966
Jordan,0.273,0.58,LF,1967
Jordan,0.252,0.532,LF,1968
Jordan,0.248,0.508,LF,1969
Jordan,0.211,0.435,LF,1970
Jordan,0.201,0.412,LF,1971
Jordan,0.215,0.437,LF,1972
Jordan,0.206,0.422,LF,1973
Jordan,0.209,0.426,LF,1974
Jordan,0.232,0.462,LF,1975
Jordan,0.28,0.542,LF,1976
Jordan,0.263,0.491,LF,1977
Jordan,0.311,0.57,LF,1978
Jordan,0.345,0.622,LF,1979
Jordan,0.385,0.671,LF,1980
Jordan,0.388,0.654,LF,1981
Jordan,0.408,0.674,LF,1982
Jordan,0.38,0.624,LF,1983
Jordan,0.376,0.621,LF,1984
Jordan,0.367,0.617,LF,1985
Jordan,0.366,0.625,LF,1986
Jordan,0.351,0.605,LF,1987
Jordan,0.323,0.562,LF,1988
Jordan,0.262,0.465,LF,1989
Jordan,0.242,0.43,LF,1990
Jordan,0.234,0.428,LF,1991
Jordan,0.237,0.431,LF,1992
Jordan,0.231,0.417,LF,1993
Jordan,0.236,0.425,LF,1994
Jordan,0.236,0.425,LF,1995
Jordan,0.228,0.412,LF,1996
Jordan,0.227,0.415,LF,1997
Jordan,0.219,0.408,LF,1998
Jordan,0.214,0.409,LF,1999
Jordan,0.203,0.395,LF,2000
Kenya,0.043,0.11,LF,1961
Kenya,0.044,0.116,LF,1962
Kenya,0.044,0.118,LF,1963
Kenya,0.044,0.121,LF,1964
Kenya,0.042,0.118,LF,1965
Kenya,0.044,0.126,LF,1966
Kenya,0.043,0.126,LF,1967
Kenya,0.041,0.119,LF,1968
Kenya,0.042,0.123,LF,1969
Kenya,0.038,0.109,LF,1970
Kenya,0.046,0.13,LF,1971
Kenya,0.05,0.142,LF,1972
Kenya,0.047,0.134,LF,1973
Kenya,0.05,0.143,LF,1974
Kenya,0.051,0.148,LF,1975
Kenya,0.048,0.138,LF,1976
Kenya,0.048,0.139,LF,1977
Kenya,0.047,0.138,LF,1978
Kenya,0.051,0.15,LF,1979
Kenya,0.051,0.153,LF,1980
Kenya,0.051,0.154,LF,1981
Kenya,0.054,0.163,LF,1982
Kenya,0.051,0.158,LF,1983
Kenya,0.048,0.152,LF,1984
Kenya,0.047,0.149,LF,1985
Kenya,0.05,0.161,LF,1986
Kenya,0.05,0.163,LF,1987
Kenya,0.051,0.167,LF,1988
Kenya,0.05,0.168,LF,1989
Kenya,0.051,0.172,LF,1990
Kenya,0.051,0.176,LF,1991
Kenya,0.049,0.17,LF,1992
Kenya,0.047,0.167,LF,1993
Kenya,0.046,0.162,LF,1994
Kenya,0.046,0.165,LF,1995
Kenya,0.045,0.165,LF,1996
Kenya,0.045,0.164,LF,1997
Kenya,0.042,0.158,LF,1998
Kenya,0.04,0.152,LF,1999
Kenya,0.038,0.148,LF,2000
"Korea, Republic of",0.153,0.326,LF,1961
"Korea, Republic of",0.145,0.312,LF,1962
"Korea, Republic of",0.153,0.319,LF,1963
"Korea, Republic of",0.153,0.319,LF,1964
"Korea, Republic of",0.149,0.311,LF,1965
"Korea, Republic of",0.158,0.322,LF,1966
"Korea, Republic of",0.162,0.321,LF,1967
"Korea, Republic of",0.171,0.327,LF,1968
"Korea, Republic of",0.187,0.348,LF,1969
"Korea, Republic of",0.2,0.364,LF,1970
"Korea, Republic of",0.207,0.369,LF,1971
"Korea, Republic of",0.201,0.356,LF,1972
"Korea, Republic of",0.211,0.37,LF,1973
"Korea, Republic of",0.225,0.386,LF,1974
"Korea, Republic of",0.241,0.403,LF,1975
"Korea, Republic of",0.25,0.409,LF,1976
"Korea, Republic of",0.261,0.415,LF,1977
"Korea, Republic of",0.268,0.416,LF,1978
"Korea, Republic of",0.277,0.419,LF,1979
"Korea, Republic of",0.266,0.397,LF,1980
"Korea, Republic of",0.272,0.404,LF,1981
"Korea, Republic of",0.298,0.436,LF,1982
"Korea, Republic of",0.312,0.45,LF,1983
"Korea, Republic of",0.309,0.441,LF,1984
"Korea, Republic of",0.315,0.444,LF,1985
"Korea, Republic of",0.335,0.466,LF,1986
"Korea, Republic of",0.355,0.487,LF,1987
"Korea, Republic of",0.373,0.503,LF,1988
"Korea, Republic of",0.38,0.502,LF,1989
"Korea, Republic of",0.403,0.521,LF,1990
"Korea, Republic of",0.444,0.556,LF,1991
"Korea, Republic of",0.449,0.549,LF,1992
"Korea, Republic of",0.457,0.549,LF,1993
"Korea, Republic of",0.472,0.557,LF,1994
"Korea, Republic of",0.493,0.574,LF,1995
"Korea, Republic of",0.506,0.579,LF,1996
"Korea, Republic of",0.503,0.572,LF,1997
"Korea, Republic of",0.443,0.509,LF,1998
"Korea, Republic of",0.471,0.545,LF,1999
"Korea, Republic of",0.484,0.565,LF,2000
Lesotho,0.043,0.416,LF,1961
Lesotho,0.046,0.373,LF,1962
Lesotho,0.048,0.341,LF,1963
Lesotho,0.048,0.312,LF,1964
Lesotho,0.046,0.278,LF,1965
Lesotho,0.044,0.253,LF,1966
Lesotho,0.047,0.26,LF,1967
Lesotho,0.045,0.24,LF,1968
Lesotho,0.044,0.23,LF,1969
Lesotho,0.045,0.23,LF,1970
Lesotho,0.046,0.229,LF,1971
Lesotho,0.044,0.215,LF,1972
Lesotho,0.051,0.239,LF,1973
Lesotho,0.058,0.264,LF,1974
Lesotho,0.053,0.23,LF,1975
Lesotho,0.052,0.214,LF,1976
Lesotho,0.055,0.214,LF,1977
Lesotho,0.066,0.244,LF,1978
Lesotho,0.064,0.229,LF,1979
Lesotho,0.062,0.215,LF,1980
Lesotho,0.061,0.206,LF,1981
Lesotho,0.064,0.207,LF,1982
Lesotho,0.062,0.202,LF,1983
Lesotho,0.057,0.184,LF,1984
Lesotho,0.057,0.182,LF,1985
Lesotho,0.058,0.186,LF,1986
Lesotho,0.059,0.187,LF,1987
Lesotho,0.06,0.191,LF,1988
Lesotho,0.058,0.179,LF,1989
Lesotho,0.054,0.164,LF,1990
Lesotho,0.052,0.15,LF,1991
Lesotho,0.053,0.151,LF,1992
Lesotho,0.053,0.147,LF,1993
Lesotho,0.055,0.149,LF,1994
Lesotho,0.052,0.136,LF,1995
Lesotho,0.049,0.126,LF,1996
Lesotho,0.053,0.132,LF,1997
Lesotho,0.053,0.13,LF,1998
Lesotho,0.052,0.127,LF,1999
Lesotho,0.052,0.128,LF,2000
Luxembourg,0.947,0.775,LF,1961
Luxembourg,0.921,0.747,LF,1962
Luxembourg,0.914,0.736,LF,1963
Luxembourg,0.954,0.764,LF,1964
Luxembourg,0.919,0.736,LF,1965
Luxembourg,0.893,0.719,LF,1966
Luxembourg,0.898,0.727,LF,1967
Luxembourg,0.912,0.744,LF,1968
Luxembourg,0.994,0.815,LF,1969
Luxembourg,1.022,0.834,LF,1970
Luxembourg,1.019,0.831,LF,1971
Luxembourg,1.027,0.84,LF,1972
Luxembourg,1.052,0.866,LF,1973
Luxembourg,1.084,0.903,LF,1974
Luxembourg,1.019,0.853,LF,1975
Luxembourg,0.988,0.833,LF,1976
Luxembourg,0.946,0.813,LF,1977
Luxembourg,0.952,0.829,LF,1978
Luxembourg,0.944,0.836,LF,1979
Luxembourg,0.966,0.863,LF,1980
Luxembourg,0.94,0.849,LF,1981
Luxembourg,0.99,0.896,LF,1982
Luxembourg,0.982,0.893,LF,1983
Luxembourg,0.974,0.897,LF,1984
Luxembourg,0.972,0.906,LF,1985
Luxembourg,1.028,0.964,LF,1986
Luxembourg,1.017,0.957,LF,1987
Luxembourg,1.087,1.023,LF,1988
Luxembourg,1.163,1.09,LF,1989
Luxembourg,1.162,1.087,LF,1990
Luxembourg,1.256,1.157,LF,1991
Luxembourg,1.272,1.163,LF,1992
Luxembourg,1.36,1.225,LF,1993
Luxembourg,1.357,1.215,LF,1994
Luxembourg,1.427,1.276,LF,1995
Luxembourg,1.429,1.271,LF,1996
Luxembourg,1.5,1.325,LF,1997
Luxembourg,1.53,1.346,LF,1998
Luxembourg,1.554,1.36,LF,1999
Luxembourg,1.598,1.396,LF,2000
Madagascar,0.079,0.311,LF,1961
Madagascar,0.077,0.308,LF,1962
Madagascar,0.07,0.281,LF,1963
Madagascar,0.068,0.272,LF,1964
Madagascar,0.063,0.257,LF,1965
Madagascar,0.061,0.251,LF,1966
Madagascar,0.063,0.261,LF,1967
Madagascar,0.062,0.258,LF,1968
Madagascar,0.062,0.256,LF,1969
Madagascar,0.066,0.276,LF,1970
Madagascar,0.066,0.272,LF,1971
Madagascar,0.063,0.265,LF,1972
Madagascar,0.057,0.242,LF,1973
Madagascar,0.059,0.251,LF,1974
Madagascar,0.06,0.259,LF,1975
Madagascar,0.057,0.249,LF,1976
Madagascar,0.055,0.245,LF,1977
Madagascar,0.05,0.226,LF,1978
Madagascar,0.049,0.224,LF,1979
Madagascar,0.05,0.23,LF,1980
Madagascar,0.047,0.218,LF,1981
Madagascar,0.048,0.226,LF,1982
Madagascar,0.047,0.223,LF,1983
Madagascar,0.044,0.213,LF,1984
Madagascar,0.042,0.207,LF,1985
Madagascar,0.041,0.208,LF,1986
Madagascar,0.039,0.203,LF,1987
Madagascar,0.038,0.195,LF,1988
Madagascar,0.037,0.196,LF,1989
Madagascar,0.036,0.186,LF,1990
Madagascar,0.037,0.193,LF,1991
Madagascar,0.035,0.184,LF,1992
Madagascar,0.033,0.179,LF,1993
Madagascar,0.032,0.174,LF,1994
Madagascar,0.031,0.173,LF,1995
Madagascar,0.03,0.168,LF,1996
Madagascar,0.03,0.17,LF,1997
Madagascar,0.029,0.169,LF,1998
Madagascar,0.029,0.169,LF,1999
Madagascar,0.028,0.165,LF,2000
Malawi,0.027,0.112,LF,1961
Malawi,0.026,0.108,LF,1962
Malawi,0.024,0.101,LF,1963
Malawi,0.025,0.105,LF,1964
Malawi,0.026,0.106,LF,1965
Malawi,0.026,0.106,LF,1966
Malawi,0.028,0.109,LF,1967
Malawi,0.024,0.094,LF,1968
Malawi,0.025,0.093,LF,1969
Malawi,0.023,0.082,LF,1970
Malawi,0.027,0.096,LF,1971
Malawi,0.026,0.09,LF,1972
Malawi,0.028,0.094,LF,1973
Malawi,0.028,0.096,LF,1974
Malawi,0.029,0.096,LF,1975
Malawi,0.03,0.097,LF,1976
Malawi,0.03,0.096,LF,1977
Malawi,0.029,0.092,LF,1978
Malawi,0.03,0.097,LF,1979
Malawi,0.029,0.094,LF,1980
Malawi,0.028,0.093,LF,1981
Malawi,0.03,0.097,LF,1982
Malawi,0.029,0.095,LF,1983
Malawi,0.028,0.096,LF,1984
Malawi,0.027,0.093,LF,1985
Malawi,0.026,0.094,LF,1986
Malawi,0.025,0.091,LF,1987
Malawi,0.024,0.089,LF,1988
Malawi,0.023,0.088,LF,1989
Malawi,0.023,0.09,LF,1990
Malawi,0.026,0.099,LF,1991
Malawi,0.023,0.089,LF,1992
Malawi,0.026,0.102,LF,1993
Malawi,0.021,0.084,LF,1994
Malawi,0.026,0.106,LF,1995
Malawi,0.028,0.114,LF,1996
Malawi,0.028,0.117,LF,1997
Malawi,0.026,0.114,LF,1998
Malawi,0.027,0.119,LF,1999
Malawi,0.025,0.115,LF,2000
Malaysia,0.21,0.426,LF,1961
Malaysia,0.208,0.411,LF,1962
Malaysia,0.21,0.406,LF,1963
Malaysia,0.206,0.394,LF,1964
Malaysia,0.205,0.389,LF,1965
Malaysia,0.205,0.387,LF,1966
Malaysia,0.205,0.385,LF,1967
Malaysia,0.207,0.386,LF,1968
Malaysia,0.208,0.388,LF,1969
Malaysia,0.218,0.401,LF,1970
Malaysia,0.219,0.399,LF,1971
Malaysia,0.222,0.403,LF,1972
Malaysia,0.228,0.41,LF,1973
Malaysia,0.244,0.43,LF,1974
Malaysia,0.248,0.432,LF,1975
Malaysia,0.255,0.44,LF,1976
Malaysia,0.256,0.439,LF,1977
Malaysia,0.256,0.435,LF,1978
Malaysia,0.267,0.45,LF,1979
Malaysia,0.287,0.477,LF,1980
Malaysia,0.295,0.482,LF,1981
Malaysia,0.318,0.507,LF,1982
Malaysia,0.318,0.496,LF,1983
Malaysia,0.309,0.476,LF,1984
Malaysia,0.291,0.45,LF,1985
Malaysia,0.277,0.431,LF,1986
Malaysia,0.275,0.432,LF,1987
Malaysia,0.282,0.446,LF,1988
Malaysia,0.292,0.462,LF,1989
Malaysia,0.309,0.486,LF,1990
Malaysia,0.336,0.516,LF,1991
Malaysia,0.344,0.518,LF,1992
Malaysia,0.356,0.527,LF,1993
Malaysia,0.368,0.532,LF,1994
Malaysia,0.389,0.55,LF,1995
Malaysia,0.398,0.552,LF,1996
Malaysia,0.397,0.542,LF,1997
Malaysia,0.382,0.527,LF,1998
Malaysia,0.368,0.514,LF,1999
Malaysia,0.372,0.527,LF,2000
Mali,0.056,0.249,LF,1961
Mali,0.051,0.223,LF,1962
Mali,0.052,0.221,LF,1963
Mali,0.041,0.167,LF,1964
Mali,0.041,0.166,LF,1965
Mali,0.038,0.153,LF,1966
Mali,0.038,0.149,LF,1967
Mali,0.037,0.146,LF,1968
Mali,0.036,0.14,LF,1969
Mali,0.039,0.149,LF,1970
Mali,0.038,0.149,LF,1971
Mali,0.038,0.148,LF,1972
Mali,0.036,0.138,LF,1973
Mali,0.036,0.142,LF,1974
Mali,0.041,0.16,LF,1975
Mali,0.044,0.172,LF,1976
Mali,0.044,0.171,LF,1977
Mali,0.041,0.161,LF,1978
Mali,0.044,0.171,LF,1979
Mali,0.042,0.164,LF,1980
Mali,0.039,0.153,LF,1981
Mali,0.038,0.15,LF,1982
Mali,0.04,0.156,LF,1983
Mali,0.038,0.151,LF,1984
Mali,0.036,0.146,LF,1985
Mali,0.032,0.129,LF,1986
Mali,0.031,0.124,LF,1987
Mali,0.03,0.12,LF,1988
Mali,0.032,0.13,LF,1989
Mali,0.029,0.12,LF,1990
Mali,0.03,0.123,LF,1991
Mali,0.031,0.127,LF,1992
Mali,0.03,0.121,LF,1993
Mali,0.029,0.121,LF,1994
Mali,0.03,0.127,LF,1995
Mali,0.03,0.126,LF,1996
Mali,0.031,0.134,LF,1997
Mali,0.03,0.132,LF,1998
Mali,0.032,0.142,LF,1999
Mali,0.032,0.141,LF,2000
Mauritania,0.042,0.183,LF,1961
Mauritania,0.039,0.162,LF,1962
Mauritania,0.05,0.204,LF,1963
Mauritania,0.076,0.315,LF,1964
Mauritania,0.084,0.355,LF,1965
Mauritania,0.08,0.341,LF,1966
Mauritania,0.078,0.336,LF,1967
Mauritania,0.08,0.338,LF,1968
Mauritania,0.08,0.337,LF,1969
Mauritania,0.088,0.372,LF,1970
Mauritania,0.088,0.366,LF,1971
Mauritania,0.084,0.348,LF,1972
Mauritania,0.079,0.335,LF,1973
Mauritania,0.087,0.373,LF,1974
Mauritania,0.085,0.356,LF,1975
Mauritania,0.1,0.405,LF,1976
Mauritania,0.095,0.38,LF,1977
Mauritania,0.088,0.352,LF,1978
Mauritania,0.086,0.348,LF,1979
Mauritania,0.085,0.341,LF,1980
Mauritania,0.082,0.325,LF,1981
Mauritania,0.077,0.301,LF,1982
Mauritania,0.077,0.298,LF,1983
Mauritania,0.066,0.248,LF,1984
Mauritania,0.064,0.235,LF,1985
Mauritania,0.054,0.195,LF,1986
Mauritania,0.053,0.188,LF,1987
Mauritania,0.052,0.184,LF,1988
Mauritania,0.053,0.189,LF,1989
Mauritania,0.05,0.18,LF,1990
Mauritania,0.055,0.198,LF,1991
Mauritania,0.047,0.168,LF,1992
Mauritania,0.047,0.172,LF,1993
Mauritania,0.053,0.195,LF,1994
Mauritania,0.047,0.172,LF,1995
Mauritania,0.046,0.17,LF,1996
Mauritania,0.045,0.163,LF,1997
Mauritania,0.044,0.161,LF,1998
Mauritania,0.044,0.163,LF,1999
Mauritania,0.045,0.17,LF,2000
Mauritius,0.444,0.61,LF,1961
Mauritius,0.431,0.595,LF,1962
Mauritius,0.461,0.638,LF,1963
Mauritius,0.444,0.625,LF,1964
Mauritius,0.4,0.57,LF,1965
Mauritius,0.383,0.562,LF,1966
Mauritius,0.376,0.559,LF,1967
Mauritius,0.334,0.507,LF,1968
Mauritius,0.327,0.503,LF,1969
Mauritius,0.343,0.537,LF,1970
Mauritius,0.33,0.524,LF,1971
Mauritius,0.327,0.526,LF,1972
Mauritius,0.313,0.503,LF,1973
Mauritius,0.344,0.547,LF,1974
Mauritius,0.357,0.559,LF,1975
Mauritius,0.409,0.632,LF,1976
Mauritius,0.409,0.627,LF,1977
Mauritius,0.394,0.603,LF,1978
Mauritius,0.388,0.593,LF,1979
Mauritius,0.367,0.567,LF,1980
Mauritius,0.364,0.568,LF,1981
Mauritius,0.404,0.637,LF,1982
Mauritius,0.385,0.614,LF,1983
Mauritius,0.364,0.588,LF,1984
Mauritius,0.373,0.607,LF,1985
Mauritius,0.384,0.628,LF,1986
Mauritius,0.398,0.651,LF,1987
Mauritius,0.395,0.642,LF,1988
Mauritius,0.402,0.654,LF,1989
Mauritius,0.409,0.661,LF,1990
Mauritius,0.44,0.703,LF,1991
Mauritius,0.45,0.712,LF,1992
Mauritius,0.46,0.723,LF,1993
Mauritius,0.455,0.713,LF,1994
Mauritius,0.48,0.755,LF,1995
Mauritius,0.488,0.768,LF,1996
Mauritius,0.478,0.75,LF,1997
Mauritius,0.486,0.764,LF,1998
Mauritius,0.485,0.767,LF,1999
Mauritius,0.5,0.793,LF,2000
Mexico,0.421,0.558,LF,1961
Mexico,0.409,0.542,LF,1962
Mexico,0.422,0.557,LF,1963
Mexico,0.446,0.584,LF,1964
Mexico,0.435,0.568,LF,1965
Mexico,0.429,0.559,LF,1966
Mexico,0.438,0.568,LF,1967
Mexico,0.448,0.576,LF,1968
Mexico,0.445,0.574,LF,1969
Mexico,0.467,0.6,LF,1970
Mexico,0.462,0.597,LF,1971
Mexico,0.464,0.602,LF,1972
Mexico,0.461,0.603,LF,1973
Mexico,0.477,0.623,LF,1974
Mexico,0.506,0.655,LF,1975
Mexico,0.488,0.631,LF,1976
