TIME,GEO,NA_ITEM,SECTOR,UNIT,Value
2014Q1,Czech Republic,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),44.4
2014Q1,Denmark,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),43.9
2014Q1,Germany (until 1990 former territory of the FRG),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),76.2
2014Q1,Estonia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),10.6
2014Q1,Ireland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),118.1
2014Q1,Greece,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),178.6
2014Q1,Spain,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),98.1
2014Q1,France,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),94.2
2014Q1,Croatia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),82.9
2014Q1,Italy,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),131.6
2014Q1,Cyprus,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),101.8
2014Q1,Latvia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),39.3
2014Q1,Lithuania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),39.5
2014Q1,Luxembourg,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),23
2014Q1,Hungary,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),81.2
2014Q1,Malta,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),70.4
2014Q1,Netherlands,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),67.2
2014Q1,Austria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),81.7
2014Q1,Poland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),48.5
2014Q1,Portugal,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),133
2014Q1,Romania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),38.3
2014Q1,Slovenia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),77.7
2014Q1,Slovakia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),57.7
2014Q1,Finland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),58
2014Q1,Sweden,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),41
2014Q1,United Kingdom,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),86.5
2014Q1,Iceland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP), 
2014Q1,Norway,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),29.1
2014Q2,European Union (28 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),87.3
2014Q2,European Union (27 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),87.3
2014Q2,European Union (25 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),88
2014Q2,Euro area (19 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),93.1
2014Q2,Euro area (18 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),93.3
2014Q2,Euro area (17 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),93.4
2014Q2,Euro area (16 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),93.6
2014Q2,Belgium,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),109.7
2014Q2,Bulgaria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),19.2
2014Q2,Czech Republic,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),43.3
2014Q2,Denmark,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),44
2014Q2,Germany (until 1990 former territory of the FRG),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),75.9
2014Q2,Estonia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),10.6
2014Q2,Ireland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),113.7
2014Q2,Greece,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),181.2
2014Q2,Spain,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),99.2
2014Q2,France,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),95.7
2014Q2,Croatia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),83.2
2014Q2,Italy,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),134.4
2014Q2,Cyprus,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),109.6
2014Q2,Latvia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),41.7
2014Q2,Lithuania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),38.3
2014Q2,Luxembourg,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),22.9
2014Q2,Hungary,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),81.6
2014Q2,Malta,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),72.1
2014Q2,Netherlands,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),68.6
2014Q2,Austria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),82.6
2014Q2,Poland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),48.7
2014Q2,Portugal,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),130.7
2014Q2,Romania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),38.1
2014Q2,Slovenia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),78.6
2014Q2,Slovakia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),55.8
2014Q2,Finland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),59.4
2014Q2,Sweden,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),41.8
2014Q2,United Kingdom,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),87.3
2014Q2,Iceland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP), 
2014Q2,Norway,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),27.3
2014Q3,European Union (28 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),86.9
2014Q3,European Union (27 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),86.9
2014Q3,European Union (25 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),87.7
2014Q3,Euro area (19 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),92.4
2014Q3,Euro area (18 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),92.6
2014Q3,Euro area (17 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),92.7
2014Q3,Euro area (16 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),92.9
2014Q3,Belgium,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),108.9
2014Q3,Bulgaria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),22.5
2014Q3,Czech Republic,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),42.8
2014Q3,Denmark,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),45.5
2014Q3,Germany (until 1990 former territory of the FRG),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),75.4
2014Q3,Estonia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),10.6
2014Q3,Ireland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),110.9
2014Q3,Greece,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),179.5
2014Q3,Spain,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),99.7
2014Q3,France,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),95.7
2014Q3,Croatia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),83.8
2014Q3,Italy,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),132.1
2014Q3,Cyprus,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),104.6
2014Q3,Latvia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),41.1
2014Q3,Lithuania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),37.8
2014Q3,Luxembourg,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),22.7
2014Q3,Hungary,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),78.9
2014Q3,Malta,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),68.9
2014Q3,Netherlands,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),68.1
2014Q3,Austria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),81.1
2014Q3,Poland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),48.9
2014Q3,Portugal,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),132.6
2014Q3,Romania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),37.9
2014Q3,Slovenia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),78
2014Q3,Slovakia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),55.5
2014Q3,Finland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),58.8
2014Q3,Sweden,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),42.2
2014Q3,United Kingdom,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),86.5
2014Q3,Iceland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP), 
2014Q3,Norway,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),26.5
2014Q4,European Union (28 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),86.7
2014Q4,European Union (27 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),86.7
2014Q4,European Union (25 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),87.4
2014Q4,Euro area (19 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),92
2014Q4,Euro area (18 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),92.2
2014Q4,Euro area (17 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),92.3
2014Q4,Euro area (16 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),92.5
2014Q4,Belgium,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),106.5
2014Q4,Bulgaria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),27
2014Q4,Czech Republic,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),42.2
2014Q4,Denmark,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),44
2014Q4,Germany (until 1990 former territory of the FRG),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),74.9
2014Q4,Estonia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),10.7
2014Q4,Ireland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),105.2
2014Q4,Greece,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),179.7
2014Q4,Spain,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),100.4
2014Q4,France,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),95.3
2014Q4,Croatia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),86.6
2014Q4,Italy,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),131.9
2014Q4,Cyprus,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),107.1
2014Q4,Latvia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),40.7
2014Q4,Lithuania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),40.5
2014Q4,Luxembourg,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),22.7
2014Q4,Hungary,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),75.7
2014Q4,Malta,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),64.3
2014Q4,Netherlands,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),67.9
2014Q4,Austria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),84.4
2014Q4,Poland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),50.2
2014Q4,Portugal,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),130.6
2014Q4,Romania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),39.4
2014Q4,Slovenia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),80.9
2014Q4,Slovakia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),53.6
2014Q4,Finland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),60.2
2014Q4,Sweden,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),45.2
2014Q4,United Kingdom,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),88.1
2014Q4,Iceland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP), 
2014Q4,Norway,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),27.4
2015Q1,European Union (28 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),87.9
2015Q1,European Union (27 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),87.9
2015Q1,European Union (25 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),88.7
2015Q1,Euro area (19 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),92.8
2015Q1,Euro area (18 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),93
2015Q1,Euro area (17 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),93.1
2015Q1,Euro area (16 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),93.3
2015Q1,Belgium,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),110.7
2015Q1,Bulgaria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),28.7
2015Q1,Czech Republic,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),41.9
2015Q1,Denmark,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),43.3
2015Q1,Germany (until 1990 former territory of the FRG),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),74.5
2015Q1,Estonia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),10.3
2015Q1,Ireland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),97
2015Q1,Greece,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),170.8
2015Q1,Spain,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),100.7
2015Q1,France,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),97.2
2015Q1,Croatia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),89.1
2015Q1,Italy,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),134.8
2015Q1,Cyprus,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),106.6
2015Q1,Latvia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),35.6
2015Q1,Lithuania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),37.9
2015Q1,Luxembourg,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),22.4
2015Q1,Hungary,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),76.4
2015Q1,Malta,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),65.5
2015Q1,Netherlands,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),69.1
2015Q1,Austria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),85.1
2015Q1,Poland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),50.9
2015Q1,Portugal,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),130.5
2015Q1,Romania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),37.9
2015Q1,Slovenia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),81.8
2015Q1,Slovakia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),54.1
2015Q1,Finland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),61.4
2015Q1,Sweden,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),44.9
2015Q1,United Kingdom,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),87.4
2015Q1,Iceland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP), 
2015Q1,Norway,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),29.4
2015Q2,European Union (28 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),87.5
2015Q2,European Union (27 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),87.5
2015Q2,European Union (25 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),88.2
2015Q2,Euro area (19 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),92.1
2015Q2,Euro area (18 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),92.3
2015Q2,Euro area (17 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),92.5
2015Q2,Euro area (16 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),92.6
2015Q2,Belgium,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),109.1
2015Q2,Bulgaria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),27.9
2015Q2,Czech Republic,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),41.2
2015Q2,Denmark,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),41.7
2015Q2,Germany (until 1990 former territory of the FRG),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),72.6
2015Q2,Estonia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),10.2
2015Q2,Ireland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),90.8
2015Q2,Greece,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),169.9
2015Q2,Spain,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),100.3
2015Q2,France,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),97.6
2015Q2,Croatia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),87.1
2015Q2,Italy,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),135.4
2015Q2,Cyprus,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),109.6
2015Q2,Latvia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),35.2
2015Q2,Lithuania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),37.6
2015Q2,Luxembourg,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),22.1
2015Q2,Hungary,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),78.3
2015Q2,Malta,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),64.2
2015Q2,Netherlands,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),67
2015Q2,Austria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),86.3
2015Q2,Poland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),50.9
2015Q2,Portugal,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),128.7
2015Q2,Romania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),37.4
2015Q2,Slovenia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),80.9
2015Q2,Slovakia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),54.4
2015Q2,Finland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),62.9
2015Q2,Sweden,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),44.7
2015Q2,United Kingdom,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),88.8
2015Q2,Iceland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP), 
2015Q2,Norway,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),29.4
2015Q3,European Union (28 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),85.9
2015Q3,European Union (27 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),85.9
2015Q3,European Union (25 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),86.6
2015Q3,Euro area (19 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),91.5
2015Q3,Euro area (18 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),91.7
2015Q3,Euro area (17 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),91.8
2015Q3,Euro area (16 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),92
2015Q3,Belgium,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),108.7
2015Q3,Bulgaria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),26.5
2015Q3,Czech Republic,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),40.7
2015Q3,Denmark,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),40.9
2015Q3,Germany (until 1990 former territory of the FRG),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),72
2015Q3,Estonia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),10.1
2015Q3,Ireland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),85.6
2015Q3,Greece,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),172.5
2015Q3,Spain,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),100.3
2015Q3,France,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),97
2015Q3,Croatia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),87.3
2015Q3,Italy,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),134.1
2015Q3,Cyprus,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),109.1
2015Q3,Latvia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),36.4
2015Q3,Lithuania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),38.2
2015Q3,Luxembourg,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),22.1
2015Q3,Hungary,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),77.5
2015Q3,Malta,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),62.9
2015Q3,Netherlands,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),66.2
2015Q3,Austria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),86.4
2015Q3,Poland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),51.6
2015Q3,Portugal,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),130.4
2015Q3,Romania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),36.6
2015Q3,Slovenia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),84.3
2015Q3,Slovakia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),53.5
2015Q3,Finland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),61.4
2015Q3,Sweden,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),43.7
2015Q3,United Kingdom,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),88.3
2015Q3,Iceland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP), 
2015Q3,Norway,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),31.1
2015Q4,European Union (28 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),84.9
2015Q4,European Union (27 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),84.9
2015Q4,European Union (25 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),85.6
2015Q4,Euro area (19 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),90.4
2015Q4,Euro area (18 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),90.5
2015Q4,Euro area (17 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),90.7
2015Q4,Euro area (16 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),90.8
2015Q4,Belgium,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),105.8
2015Q4,Bulgaria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),26
2015Q4,Czech Republic,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),40.3
2015Q4,Denmark,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),39.6
2015Q4,Germany (until 1990 former territory of the FRG),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),71.2
2015Q4,Estonia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),10.1
2015Q4,Ireland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),78.6
2015Q4,Greece,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),177.4
2015Q4,Spain,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),99.8
2015Q4,France,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),96.2
2015Q4,Croatia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),86.7
2015Q4,Italy,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),132.3
2015Q4,Cyprus,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),107.5
2015Q4,Latvia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),36.3
2015Q4,Lithuania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),42.7
2015Q4,Luxembourg,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),22.1
2015Q4,Hungary,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),74.7
2015Q4,Malta,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),60.8
2015Q4,Netherlands,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),65.1
2015Q4,Austria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),85.5
2015Q4,Poland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),51.1
2015Q4,Portugal,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),129
2015Q4,Romania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),37.9
2015Q4,Slovenia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),83.1
2015Q4,Slovakia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),52.5
2015Q4,Finland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),63.6
2015Q4,Sweden,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),43.9
2015Q4,United Kingdom,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),89
2015Q4,Iceland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP), 
2015Q4,Norway,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),32
2016Q1,European Union (28 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),84.4
2016Q1,European Union (27 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),84.4
2016Q1,European Union (25 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),85.1
2016Q1,Euro area (19 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),91.3
2016Q1,Euro area (18 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),91.5
2016Q1,Euro area (17 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),91.6
2016Q1,Euro area (16 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),91.8
2016Q1,Belgium,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),109.1
2016Q1,Bulgaria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),29.6
2016Q1,Czech Republic,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),40.4
2016Q1,Denmark,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),39
2016Q1,Germany (until 1990 former territory of the FRG),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),70.9
2016Q1,Estonia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),9.9
2016Q1,Ireland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),80
2016Q1,Greece,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),176.4
2016Q1,Spain,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),101.1
